"ParticipantMD5"	"GeneroCod"	"frase"	"Value"	"duracao"
"bc2584302fffead698e1809107a60040"	"m"	"Sinto este desejo todos os dias sabe, até mesmo quando faço, porém horas depois já estou com vontade de fazer amor gostoso."	"negativa"	"23.223"
"bc2584302fffead698e1809107a60040"	"m"	"Acordei com o Matheus me chamando , depois fiz uma coisinha minha mãe chego , vim pro computador , já fui na casa da Dani e só ."	"negativa"	"2.382"
"bc2584302fffead698e1809107a60040"	"m"	"Estar sozinho é fechar as mãos no nada quando se atravessa a rua correndo e não se tem uma mão para segurar."	"positiva"	"4.633"
"bc2584302fffead698e1809107a60040"	"m"	"Bom eu me chamo Daniele Felix Tenho 15 anos e não tenho com quem desabafar então escolhi aqui."	"neutra"	"6.520"
"bc2584302fffead698e1809107a60040"	"m"	"A minha prima de 4 anos estava na sala conversando com minha mãe ai eu simplesmente terminei e fui pra sala."	"negativa"	"5.038"
"bc2584302fffead698e1809107a60040"	"m"	"O sexo já não era tão bom e meu esposo ficava muito calado e quieto comigo."	"neutra"	"3.961"
"bc2584302fffead698e1809107a60040"	"m"	"Minha vó faleceu, eu não estou conseguindo lidar com essa situação."	"neutra"	"13.110"
"bc2584302fffead698e1809107a60040"	"m"	"Já saímos, e esta é terceira vez ao qual vou relatar."	"negativa"	"2.742"
"bc2584302fffead698e1809107a60040"	"m"	"O caso é não fica atrás dele, sei que é difícil não demonstrar o que sente, mas pode ter certeza, eles não dão tanto valor a garotas que ficam atrás deles, enchendo o saco o tempo todo."	"negativa"	"1.545"
"bc2584302fffead698e1809107a60040"	"m"	"Não que eu me considere uma imortal, para mim, todos tem o mesmo destino."	"neutra"	"2.145"
"bc2584302fffead698e1809107a60040"	"m"	"sintomas que eu sempre sofri como timidez, depressão, isolamento, mediunidade mal orientada, brigas com famílias, carência afetiva e vida profissional, tentei buscar alguma forma de uma auto regressão mais não achei."	"neutra"	"9.767"
"bc2584302fffead698e1809107a60040"	"m"	"Tentar ser forte e acreditar, que tudo vai passar."	"positiva"	"2.422"
"bc2584302fffead698e1809107a60040"	"m"	"Dai meu amigo veio me falar que ela disse que eu era bonito e perguntou se eu tinha namorada."	"negativa"	"3.733"
"bc2584302fffead698e1809107a60040"	"m"	"E é assim até hoje, sofrendo, brigando direto com meus pais."	"positiva"	"2.411"
"bc2584302fffead698e1809107a60040"	"m"	"Amo você mais do que a mim mesma, afinal você é minha mãe."	"positiva"	"3.671"
"bc2584302fffead698e1809107a60040"	"m"	"Brincar de acampamento na casa do meu avô , e das comidas estranhas que ele fazia !"	"negativa"	"1.825"
"bc2584302fffead698e1809107a60040"	"m"	"Eles moram em cidades diferentes, porém próximas."	"positiva"	"1.944"
"bc2584302fffead698e1809107a60040"	"m"	"Eu já cansei de correr atrás de quem não merece, agora se quiser que venha atrás de mim , você sabe onde me procurar e onde me encontrar."	"positiva"	"2.429"
"bc2584302fffead698e1809107a60040"	"m"	"Eu hoje estava vindo trabalhar de tomara que caia todo florido de salto bem alto, um coletinho de renda, maquiada de acordo com a roupa com um brinco de perola caidinho de rayban."	"neutra"	"2.273"
"bc2584302fffead698e1809107a60040"	"m"	"Sou como o rio que corre em busca de algo, mas não sabe o que, e nem quando vai chegar."	"positiva"	"4.478"
"bc2584302fffead698e1809107a60040"	"m"	"Depois de algum tempo acabamos nos vendo e ficamos mais vezes."	"positiva"	"7.768"
"bc2584302fffead698e1809107a60040"	"m"	"Preciso que você também se ame e prometa que vai procurar cuidar mais de mim, sou parte de você."	"positiva"	"5.856"
"bc2584302fffead698e1809107a60040"	"m"	"Talvez eu doe, para algum cachorro que precise de amor."	"positiva"	"2.271"
"bc2584302fffead698e1809107a60040"	"m"	"Quando ele me virou, me beijou tanto que começamos a gozar juntos."	"positiva"	"2.661"
"bc2584302fffead698e1809107a60040"	"m"	"Quando a água do mar te acalmar, será o meu abraço que você irá sentir."	"positiva"	"3.055"
"bc2584302fffead698e1809107a60040"	"m"	"Não foi bem uma transa, mas foi legal."	"positiva"	"1.879"
"bc2584302fffead698e1809107a60040"	"m"	"Não se espante com esta confissão."	"positiva"	"2.319"
"bc2584302fffead698e1809107a60040"	"m"	"Não tem muitos amigos, e acaba sendo até muitas vezes egoísta, se precisar, passa por cima de alguém para ganhar algo."	"positiva"	"1.447"
"bc2584302fffead698e1809107a60040"	"m"	"Levantamos e fomos comprar cerveja para a minha mãe."	"neutra"	"2.464"
"bc2584302fffead698e1809107a60040"	"m"	"Eu tenho 15 anos moro no Rio e o que eu mais gosto é de ficar na internet."	"negativa"	"157.102"
"bc2584302fffead698e1809107a60040"	"m"	"Fiquei surpresa e paralisada!"	"neutra"	"2.008"
"bc2584302fffead698e1809107a60040"	"m"	"Eu e meu namorado agora, temos ficado bastante tempo juntos, e ainda temos aquele sonho de dormi juntos, e acordar um do lado do outro, sabe."	"positiva"	"5.024"
"bc2584302fffead698e1809107a60040"	"m"	"Das outras vezes que eu vim escrever, era pra contar histórias engraçadas."	"positiva"	"1.175"
"bc2584302fffead698e1809107a60040"	"m"	"Vibro com alegrias que não me pertecem."	"positiva"	"3.631"
"bc2584302fffead698e1809107a60040"	"m"	"Mas uma hora eu vou ter que aprender a conviver com isso."	"neutra"	"2.575"
"bc2584302fffead698e1809107a60040"	"m"	"Não ficamos, nem sequer nos beijamos, almoçamos juntos algumas vezes nos falamos por telefone e nos correspondemos por mensagens e msn, tudo começou com uma amizade."	"positiva"	"1.728"
"bc2584302fffead698e1809107a60040"	"m"	"E porque ele é muito envergonhado pra dar em cima de você, é timidez."	"neutra"	"3.951"
"bc2584302fffead698e1809107a60040"	"m"	"Eu achei super estranho e fiquei com muito medo, mais mesmo assim passamos pelo homem e continuamos andando."	"positiva"	"4.758"
"bc2584302fffead698e1809107a60040"	"m"	"Muitas vezes essa pessoa feri nossos sentimentos sem sequer saber o que sentimos."	"negativa"	"4.001"
"bc2584302fffead698e1809107a60040"	"m"	"Eu não pretendo me comprometer seriamente com ninguém."	"negativa"	"3.502"
"bc2584302fffead698e1809107a60040"	"m"	"Depois de muitas lágrimas e uma festa de despedida as minhas férias acabaram, voltei pra minha realidade e então o meu romance de verão teve que chegar ao fim por conta das responsabilidades do mundo real."	"negativa"	"2.584"
"bc2584302fffead698e1809107a60040"	"m"	"Bom, antes de tudo devo deixar expresso aqui que ela quem me mandou o e-mail abaixo, contando detalhe por detalhe de tudo e eu garanto é 100% verdade."	"neutra"	"3.990"
"bc2584302fffead698e1809107a60040"	"m"	"Ele chegou as 00:30 eu o esperava ansiosa pois sempre dormíamos agarradinhos e por isso o esperava."	"negativa"	"4.208"
"bc2584302fffead698e1809107a60040"	"m"	"Descobri com minha mãe que meu padrasto estava traindo ela."	"neutra"	"4.078"
"bc2584302fffead698e1809107a60040"	"m"	"Não sei se você está vivo, mas sei que onde quer que você esteja, está em meu coração, e eu to contigo pequeno."	"positiva"	"3.871"
"bc2584302fffead698e1809107a60040"	"m"	"Mas também não adianta tu querer colocar um decote, e um short enfiado no cú , garotas desse tipo só são vistas como objeto sexual."	"negativa"	"2.584"
"bc2584302fffead698e1809107a60040"	"m"	"Ai a doida falou com ela e nem entendi a conversa delas mas acabei ficando calada."	"positiva"	"9.048"
"bc2584302fffead698e1809107a60040"	"m"	"Já tinha amado alguém que nunca me amou, fiz de tudo pela minha ex, e de um dia para o outro ela me deixou, dói de mais amar e ter que viver de migalhas, e nesta minha vida curta já sofri demais, então por que não corresponder a Helen?"	"negativa"	"4.791"
"bc2584302fffead698e1809107a60040"	"m"	"Gostoso, quentinho, agradável."	"neutra"	"4.576"
"bc2584302fffead698e1809107a60040"	"m"	"Aos 5 anos de idade eu quase morri!"	"negativa"	"5.982"
"bc2584302fffead698e1809107a60040"	"m"	"Meu niver trabalhei o dia todo, quase 20:00 e eu aqui nesta transito horrível, vou chegar em casa somente pra dormir e hoje é meu dia não aproveitei nada."	"positiva"	"1.575"
"bc2584302fffead698e1809107a60040"	"m"	"Enfim, Boa Noite, e gostaria de agradecer aos comentários do assunto anterior."	"negativa"	"2.576"
"bc2584302fffead698e1809107a60040"	"m"	"Me imagino passando perto da casa dos meus pais e deixando um pão quentinho a tarde."	"negativa"	"3.928"
"bc2584302fffead698e1809107a60040"	"m"	"Eu cheguei da escola ontem normal almocei e eu estava com o fone de ouvido no ultimo volume."	"neutra"	"2.536"
"bc2584302fffead698e1809107a60040"	"m"	"Eu confiei muito na Evellyn (minha prima), eu contei a ela coisas que só EU deveria saber, contei meus segredos, fiz coisas com ela, confiei nela até o último momento."	"positiva"	"3.927"
"bc2584302fffead698e1809107a60040"	"m"	"Coisas acontecem nos piores momentos, faz parte dessa longa viagem chamada vida."	"neutra"	"5.862"
"bc2584302fffead698e1809107a60040"	"m"	"Muitas vezes confundido com o veterinário, o zootecnista é, na verdade, o profissional voltado para o desenvolvimento da produção."	"positiva"	"6.926"
"bc2584302fffead698e1809107a60040"	"m"	"Lembra daquele natal que eu passei sozinha?"	"negativa"	"5.313"
"bc2584302fffead698e1809107a60040"	"m"	"O ônibus interno parou e perguntou se eu iria para Benq, informei que não."	"neutra"	"7.167"
"bc2584302fffead698e1809107a60040"	"m"	"Atualmente estou em um relacionamento homossexual."	"negativa"	"2.014"
"bc2584302fffead698e1809107a60040"	"m"	"Cartas de amor geralmente não começam assim, com explicações e motivos."	"neutra"	"2.736"
"bc2584302fffead698e1809107a60040"	"m"	"Eu mudo muito meus sentimentos em relação a ele."	"positiva"	"3.647"
"bc2584302fffead698e1809107a60040"	"m"	"Tive que ir nas casas lotéricas pagar umas contas (como sempre deixo tudo pra cima da hora) e a fila me parecia mas um caracol."	"negativa"	"2.980"
"bc2584302fffead698e1809107a60040"	"m"	"Na minha escola é cheio de rockeiros e as patricinhas que tinham lá normalmente se tornaram umas vadias!"	"neutra"	"3.000"
"bc2584302fffead698e1809107a60040"	"m"	"5 anos sem a pessoa que mais me importa nesse mundo."	"negativa"	"4.315"
"bc2584302fffead698e1809107a60040"	"m"	"Isso aconteceu na noite de 4º feira, e no domingo estava fazendo o almoço e meu marido estava vendo futebol com meu filho."	"negativa"	"4.573"
"bc2584302fffead698e1809107a60040"	"m"	"Entrei, pedi licença e fui pegar um livro de romance!"	"negativa"	"2.463"
"bc2584302fffead698e1809107a60040"	"m"	"O certo é você ser inteligente."	"neutra"	"3.784"
"bc2584302fffead698e1809107a60040"	"m"	"Era muita gente, tenho certeza que os 24 que entrarem vão ter gabaritado a prova!"	"neutra"	"2.030"
"bc2584302fffead698e1809107a60040"	"m"	"Me senti a pessoa mais sem chão do mundo."	"positiva"	"2.680"
"bc2584302fffead698e1809107a60040"	"m"	"Queria esquecer a luz dos teus olhos, pois assim eu não sentiria saudades deles, queria esquecer o tom da sua voz, o seu jeito de falar, queria esquecer esse sorriso lindo que só você tem."	"neutra"	"3.539"
"bc2584302fffead698e1809107a60040"	"m"	"Enquanto vc é importante para as pessoas você é lindo, é fofo, é inteligente, é sensual e se for além de tudo você se torna o amor."	"negativa"	"2.173"
"bc2584302fffead698e1809107a60040"	"m"	"Assim que subir a Erika vai te olhar com aqueles olhos de reprovação."	"positiva"	"4.983"
"bc2584302fffead698e1809107a60040"	"m"	"Trabalham também como administradores rurais e planejadores de fazendas e instalações rurais."	"positiva"	"6.735"
"bc2584302fffead698e1809107a60040"	"m"	"Imaginem uma menina de 14 anos alta, e sem peito, bunda, cochas longas e finas, com certeza ficaria uma merda."	"negativa"	"3.839"
"bc2584302fffead698e1809107a60040"	"m"	"Se ele puxar assunto quer dizer que ele gosta de falar com você, mas se caso você puxa assunto, e ele te responde com frases curtas ou demora pra responder e vem com desculpinhas pedindo desculpa pela demora, quer dizer que você tá enchendo a paciência dele e ele só te responde por educação."	"neutra"	"3.769"
"bc2584302fffead698e1809107a60040"	"m"	"Ai ele me achou melhor e colocou na receita apenas um comprimido de fluoxetina."	"negativa"	"3.038"
"bc2584302fffead698e1809107a60040"	"m"	"Venho de família em que o Pai sempre sustentou a casa para criar os filhos, enquanto minha mãe ficava em casa cuidando da gente."	"negativa"	"23.815"
"bc2584302fffead698e1809107a60040"	"m"	"Dois irmãos que moravam em fazendas vizinhas, separadas apenas por um riacho, entraram em conflito."	"neutra"	"2.895"
"bc2584302fffead698e1809107a60040"	"m"	"Esta noite início meu livro e quero compartilhar com vocês e lógico pedir aquelas famosas criticas de sempre, preciso daquele olhar crítico que todo bom leitor tem."	"neutra"	"3.895"
"bc2584302fffead698e1809107a60040"	"m"	"Pensamos diferentes, temos objetivos diferentes."	"neutra"	"2.208"
"bc2584302fffead698e1809107a60040"	"m"	"Ninguém acredita, e alguns até riem, quando eu digo que meu cachorro foi tudo e nada para mim, e que me salvou do suicídio, mas acho que lendo esse texto, alguns entenderiam."	"positiva"	"5.928"
"bc2584302fffead698e1809107a60040"	"m"	"Será que ele vai começar a me analisar?"	"neutra"	"4.166"
"bc2584302fffead698e1809107a60040"	"m"	"Daí o meu pânico eu não consegui tomar o remédio eu estava muito nervosa e com medo, meu pai não entendeu a fobia que eu tenho de agulhas e brigou comigo na frente das enfermeiras."	"negativa"	"3.543"
"bc2584302fffead698e1809107a60040"	"m"	"Ficava olhando ele dar aula, sonhando , imaginando coisas."	"neutra"	"2.168"
"bc2584302fffead698e1809107a60040"	"m"	"No ultimo aparelho ele ficou do meu lado e eu disse que tava cansada, aí ele disse: Se você quiser pode ficar ai, até 10 da noite, que a gente fecha a academia."	"negativa"	"3.712"
"bc2584302fffead698e1809107a60040"	"m"	"A descoberta de novos sentimentos, novas ações e tals."	"positiva"	"3.223"
"bc2584302fffead698e1809107a60040"	"m"	"Quando uma pétala tocar o seu rosto, será minha mão deslizando pelo seu corpo."	"neutra"	"5.664"
"bc2584302fffead698e1809107a60040"	"m"	"Já basta, não aguentando mais, eu discuti com minha tia hoje com minha mãe e estou chorando e parece que estou sozinha de novo e como sempre fiquei."	"positiva"	"1.895"
"bc2584302fffead698e1809107a60040"	"m"	"Bicos que podem ser macios como os seios, que estão inchados e orgulhosos de serem tão fofos."	"positiva"	"2.136"
"bc2584302fffead698e1809107a60040"	"m"	"Basta saber viver, saber ser livre , amar e ser amado , saber fazer e ser feliz !"	"negativa"	"3.223"
"bc2584302fffead698e1809107a60040"	"m"	"Naquela noite dormi com ela, as brigas em minha casa estavam constante, não conseguia participar de minhas aulas , estava distante de minha família, e para ajudar eu e minha mãe batemos muito de frente."	"positiva"	"3.400"
"bc2584302fffead698e1809107a60040"	"m"	"Algo gostoso, muito gostoso estava beijando pela primeira vez e foi muito bom pra mim."	"positiva"	"1.693"
"bc2584302fffead698e1809107a60040"	"m"	"Porque não fazer ela feliz, já que ela também estava disposta a me fazer feliz."	"negativa"	"4.287"
"bc2584302fffead698e1809107a60040"	"m"	"Só quem sabe realmente, sou eu que estou vivendo, sentindo."	"positiva"	"1.945"
"bdf066947686ab2cd01768f202816430"	"f"	"Me desculpe, ou melhor, me perdoe por eu não ser a filha dos seus sonhos tao perfeitos, por eu só te decepcionar quando você esperava o maximo de mim."	"neutra"	"3.794"
"bdf066947686ab2cd01768f202816430"	"f"	"Obrigado meu Deus pela vida de meu esposo!"	"negativa"	"5.216"
"bdf066947686ab2cd01768f202816430"	"f"	"Eu era uma criança muito tímida, me lembro que a turma inteira fazia bagunça e eu ficava ali no canto, sozinho sem conversar com ninguém."	"neutra"	"1.914"
"bdf066947686ab2cd01768f202816430"	"f"	"Comecei a pegar carona com ele ao final do expediente, fato que achei melhor esconder do meu marido, ele acha que eu volto de ônibus, mas ônibus são tão lotados e demorados."	"neutra"	"6.706"
"bdf066947686ab2cd01768f202816430"	"f"	"Estes seios que não cabem dentro de uma mão, esparramam-se entre os dedos, que torce para que os aperte com firmeza, dedos que entram pelo sutiã, aparecendo pelo decote malicioso da blusa vermelha, e por dentro do sutiã aperta-os com doçura, delicadamente, apalpando e puxando para fora aquilo tudo que por dentro queima e palpita forte."	"neutra"	"10.438"
"bdf066947686ab2cd01768f202816430"	"f"	"No horário do almoço, ele me liga e fala que esta com o maior tesão, nossa meu corpo esquenta, como dispara-se algo em mim no som da voz dele,"	"neutra"	"9.910"
"bdf066947686ab2cd01768f202816430"	"f"	"Depois de mais uma vez ter tido provas de que esse alguém não me quer , decidi que vou esquece-lo."	"positiva"	"5.953"
"bdf066947686ab2cd01768f202816430"	"f"	"Portanto peço que ele seja muito feliz para onde for que seja lá prospero."	"positiva"	"4.812"
"bdf066947686ab2cd01768f202816430"	"f"	"Fui na casa do meu namorado hoje e ele tinha ido no mercado."	"neutra"	"5.299"
"bdf066947686ab2cd01768f202816430"	"f"	"Nunca passei fome e nem tive doença, agradeço a Deus por ter meus dois olhos,"	"neutra"	"3.205"
"bdf066947686ab2cd01768f202816430"	"f"	"Quantas tristezas e decepções eu já passei nessa vida não é mesmo, ainda bem que eu escrevo só pra mim mesmo, pois só eu mesmo sei de tudo que eu já passei, nunca quis compartilhar minha merda de vida com ninguém."	"neutra"	"4.172"
"bdf066947686ab2cd01768f202816430"	"f"	"A Felicidade está sempre batendo a nossa porta, basta abri-la e convidá-la a entrar."	"negativa"	"17.995"
"bdf066947686ab2cd01768f202816430"	"f"	"Terreiros errados, guias errados, falta de educação com as pessoas, responsabilidade, falta de atitude, falta de sorte, falta de sair de casa, falta de correr atrás, punheta excessiva, cartas, tarô, trabalhos de aberturas."	"positiva"	"3.865"
"bdf066947686ab2cd01768f202816430"	"f"	"As mãos envolvendo-os enquanto a boca não para de lambê-los como se fosse sorvete, porque quase derretem na boca."	"neutra"	"9.068"
"bdf066947686ab2cd01768f202816430"	"f"	"Eles não gostam de mim, não acreditam em meu potencial de chegar a ser uma psicóloga, não dão nada por mim, pra eles eu sou a mesma coisa de um rato."	"neutra"	"5.758"
"bdf066947686ab2cd01768f202816430"	"f"	"Quem ama não esquece, quem ama não deixa passar."	"negativa"	"9.007"
"bdf066947686ab2cd01768f202816430"	"f"	"Ficamos namorando até o meu filho fazer um ano então nos casamos, compramos nossa casa e começamos uma vida juntos."	"neutra"	"3.724"
"bdf066947686ab2cd01768f202816430"	"f"	"Ela só se importa em te ver bem."	"neutra"	"5.625"
"bdf066947686ab2cd01768f202816430"	"f"	"Eu só quero que esse dia acabe logo."	"neutra"	"1.995"
"bdf066947686ab2cd01768f202816430"	"f"	"Pois é, me orgulho de mim mesma, porque mesmo com todos os problemas, continuo aqui intacta."	"neutra"	"1.493"
"bdf066947686ab2cd01768f202816430"	"f"	"No sábado, dia 28 de julho, foi um sábado maravilhoso."	"positiva"	"6.322"
